ST_FIPS,CONTROL,PREDDEG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,LATITUDE,LONGITUDE
California,Public,Associate degree,0.5568,0.0378,0.2082,0.1015,0.0081,0.006,0.0657,0.0055,0.0105,38.661372,-121.127486
California,Private Nonprofit,Bachelor's degree,0.4913,0.0484,0.1365,0.1014,0.0036,0.0022,0.0649,0.1285,0.0232,34.037786,-118.707077
California,Public,Certificate,0.146,0.0687,0.5349,0.1013,0.0033,0.0009,0.0172,0.0287,0.0989,34.087301,-118.292169
New York,Private Nonprofit,Bachelor's degree,0.3342,0.052,0.1193,0.1012,0.0005,0.0012,0.0418,0.3151,0.0346,40.735508,-73.997114
Pennsylvania,Public,Bachelor's degree,0.5731,0.0678,0.1736,0.1011,0.0012,0.0,0.0285,0.0297,0.025,40.559208,-75.402507
Massachusetts,Private Nonprofit,Bachelor's degree,0.5888,0.0408,0.1097,0.1008,0.0002,0.0003,0.0343,0.0779,0.0472,42.336213,-71.169242
California,Private Nonprofit,Associate degree,0.0756,0.1261,0.1429,0.1008,0.0,0.0,0.0,0.5546,0.0,34.064181,-118.369564
California,Private For-profit,Certificate,0.3101,0.0233,0.4109,0.1008,0.0,0.0155,0.0775,0.0,0.062,33.723142,-117.918837
California,Private Nonprofit,Certificate,0.4958,0.0672,0.3361,0.1008,0.0,0.0,0.0,0.0,0.0,34.180401,-118.303297
Georgia,Public,Bachelor's degree,0.2877,0.3289,0.2067,0.1008,0.001,0.0022,0.0381,0.0258,0.0088,33.979409,-84.00459
California,Public,Bachelor's degree,0.2049,0.0471,0.4951,0.1004,0.0011,0.001,0.0309,0.0809,0.0385,34.240126,-118.529319
Michigan,Private For-profit,Bachelor's degree,0.6823,0.1104,0.0635,0.1003,0.0,0.0,0.0134,0.0,0.0301,42.556474,-83.150516
Michigan,Public,Bachelor's degree,0.5857,0.1615,0.0538,0.1001,0.0027,0.0008,0.0413,0.0224,0.0319,42.358994,-83.068998
New Jersey,Private Nonprofit,Bachelor's degree,0.4921,0.0796,0.1728,0.1,0.002,0.001,0.0409,0.0411,0.0705,40.742336,-74.246027
Oregon,Private Nonprofit,Bachelor's degree,0.25,0.0,0.55,0.1,0.0,0.075,0.0,0.025,0.0,45.057871,-122.775405
Texas,Private For-profit,Associate degree,0.05,0.5,0.35,0.1,0.0,0.0,0.0,0.0,0.0,29.734143,-95.539975
New York,Private Nonprofit,Certificate,0.85,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,40.866742,-73.878164
Massachusetts,Private For-profit,Certificate,0.775,0.05,0.075,0.1,0.0,0.0,0.0,0.0,0.0,42.598024,-71.220396
Texas,Private For-profit,Associate degree,0.275,0.6,0.0,0.1,0.0,0.0,0.025,0.0,0.0,32.815899,-96.625985
Florida,Private For-profit,Certificate,0.8,0.0333,0.0667,0.1,0.0,0.0,0.0,0.0,0.0,25.931398,-80.132918
Georgia,Private For-profit,Certificate,0.1,0.5,0.3,0.1,0.0,0.0,0.0,0.0,0.0,33.791143,-84.622991
Wisconsin,Private For-profit,Certificate,0.7,0.0667,0.1,0.1,0.0,0.0,0.0,0.0,0.0333,44.266271,-88.461527
California,Public,Certificate,0.1556,0.1,0.6,0.1,0.0,0.0,0.0333,0.0,0.0111,33.878179,-118.070114
New York,Private For-profit,Certificate,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,42.087554,-75.917306
Minnesota,Public,Bachelor's degree,0.6667,0.05,0.0436,0.0998,0.0025,0.0008,0.041,0.0833,0.0124,44.972851,-93.235464
Ohio,Private Nonprofit,Bachelor's degree,0.2727,0.0087,0.0,0.0996,0.0043,0.0,0.0,0.2208,0.3939,41.512444,-81.608878
Georgia,Private Nonprofit,Bachelor's degree,0.0147,0.7537,0.0404,0.0993,0.0,0.0,0.0,0.0074,0.0846,33.736993,-84.35768
Illinois,Private Nonprofit,Bachelor's degree,0.3415,0.0356,0.1078,0.0992,0.0014,0.0007,0.0328,0.3339,0.047,41.88105,-87.625758
California,Private For-profit,Certificate,0.1818,0.2231,0.1901,0.0992,0.0165,0.2314,0.0413,0.0,0.0165,34.0904,-118.336861
California,Public,Associate degree,0.131,0.1074,0.5984,0.0991,0.0022,0.0063,0.0481,0.0061,0.0014,33.833593,-118.135633
California,Private Nonprofit,Bachelor's degree,0.1565,0.1805,0.4265,0.099,0.0016,0.0208,0.0463,0.0288,0.0399,37.802276,-122.187804
New Jersey,Public,Bachelor's degree,0.4573,0.1873,0.1687,0.099,0.0016,0.0014,0.0449,0.0212,0.0187,39.948064,-75.12224
California,Private For-profit,Certificate,0.3659,0.096,0.235,0.0987,0.0099,0.0117,0.1291,0.0,0.0538,37.841898,-122.287672
District of Columbia,Private Nonprofit,Bachelor's degree,0.5201,0.0674,0.1027,0.0987,0.0001,0.0004,0.0477,0.1398,0.023,38.908809,-77.073463
Minnesota,Private Nonprofit,Bachelor's degree,0.4578,0.1592,0.0922,0.0987,0.0095,0.0009,0.0502,0.0307,0.1008,44.966307,-93.240436
Texas,Public,Associate degree,0.1227,0.2785,0.3512,0.0987,0.0017,0.0017,0.0181,0.1089,0.0186,29.742114,-95.377319
Virginia,Public,Bachelor's degree,0.6527,0.0423,0.0646,0.0987,0.0012,0.0011,0.0482,0.0658,0.0254,37.229012,-80.423675
Nevada,Private For-profit,Certificate,0.3019,0.1764,0.3752,0.0987,0.006,0.0314,0.0,0.0,0.0105,36.09589,-115.206821
Washington,Private Nonprofit,Bachelor's degree,0.5904,0.0402,0.1161,0.0986,0.0058,0.011,0.0989,0.031,0.008,47.14516,-122.440421
Illinois,Private Nonprofit,Bachelor's degree,0.5244,0.0786,0.1869,0.0984,0.0018,0.0015,0.0485,0.0318,0.0282,41.877618,-87.62724
Washington,Private For-profit,Certificate,0.6721,0.1639,0.0164,0.0984,0.0,0.0,0.0,0.0,0.0492,47.761696,-122.344548
Kentucky,Private For-profit,Certificate,0.7451,0.098,0.0196,0.098,0.0,0.0,0.0392,0.0,0.0,37.866361,-84.580326
Connecticut,Public,Bachelor's degree,0.3644,0.1286,0.2906,0.098,0.0005,0.0,0.035,0.0667,0.0161,41.056081,-73.542206
Massachusetts,Private Nonprofit,Bachelor's degree,0.4539,0.0452,0.0726,0.0977,0.0014,0.0018,0.0402,0.2717,0.0155,42.256838,-72.575511
New York,Private Nonprofit,Bachelor's degree,0.6557,0.0449,0.0767,0.0974,0.0012,0.0002,0.0403,0.0666,0.0169,43.084188,-77.67386
California,Public,Bachelor's degree,0.2126,0.0223,0.5454,0.0973,0.0029,0.0043,0.0333,0.0356,0.0463,37.52577,-120.852511
Washington,Public,Certificate,0.4016,0.0817,0.102,0.0972,0.0058,0.0031,0.0999,0.0917,0.1171,47.698408,-122.333584
California,Private For-profit,Certificate,0.0,0.0,0.0914,0.0971,0.0,0.0114,0.0057,0.0,0.7943,37.65642,-122.455603
Louisiana,Private For-profit,Certificate,0.325,0.475,0.0688,0.0969,0.0031,0.0,0.0,0.0,0.0313,29.966842,-90.086679
California,Private For-profit,Certificate,0.2581,0.0,0.5806,0.0968,0.0,0.0,0.0,0.0323,0.0323,33.766402,-117.835205
New York,Public,Certificate,0.0725,0.7488,0.0821,0.0966,0.0,0.0,0.0,0.0,0.0,40.766548,-73.520569
New York,Private Nonprofit,Certificate,0.5542,0.0723,0.1566,0.0964,0.0,0.0,0.0,0.1084,0.012,40.756613,-73.965332
Illinois,Private For-profit,Certificate,0.4258,0.1456,0.2775,0.0962,0.0055,0.0027,0.044,0.0027,0.0,42.061983,-88.083218
California,Private For-profit,Certificate,0.2214,0.0436,0.5554,0.0962,0.0036,0.0036,0.0708,0.0,0.0054,32.619858,-117.093388
Nevada,Public,Associate degree,0.2853,0.1123,0.3363,0.0958,0.0047,0.0167,0.0602,0.0107,0.0781,36.158114,-115.233099
Washington,Public,Associate degree,0.5066,0.0192,0.1091,0.0958,0.0027,0.0009,0.115,0.0561,0.0945,47.760915,-122.191572
California,Private Nonprofit,Bachelor's degree,0.4257,0.0379,0.1496,0.0957,0.003,0.002,0.0489,0.1825,0.0548,34.39327,-118.566837
Minnesota,Private For-profit,Associate degree,0.617,0.1064,0.0426,0.0957,0.0,0.0,0.0106,0.0,0.1277,44.855722,-93.299809
California,Public,Bachelor's degree,0.2573,0.0295,0.4528,0.0957,0.0032,0.0022,0.0511,0.0444,0.0636,33.130569,-117.159013
California,Private For-profit,Certificate,0.5319,0.0213,0.1277,0.0957,0.0,0.0319,0.1702,0.0,0.0213,37.818164,-121.995828
California,Private Nonprofit,Bachelor's degree,0.4379,0.0705,0.2182,0.0956,0.0005,0.0021,0.0724,0.1028,0.0,33.97085,-118.415744
Montana,Private For-profit,Certificate,0.8095,0.0,0.0,0.0952,0.0952,0.0,0.0,0.0,0.0,46.01274,-112.540982
New York,Private For-profit,Certificate,0.6905,0.1429,0.0714,0.0952,0.0,0.0,0.0,0.0,0.0,42.674053,-73.784587
New York,Public,Certificate,0.3333,0.0952,0.2381,0.0952,0.0476,0.0,0.0,0.0,0.1905,40.927928,-72.671895
California,Private Nonprofit,Bachelor's degree,0.3726,0.0611,0.3322,0.095,0.0029,0.0106,0.0712,0.031,0.0233,34.130047,-117.888375
California,Private For-profit,Certificate,0.3122,0.0588,0.3575,0.095,0.009,0.0,0.086,0.0,0.0814,33.78818,-117.874031
New Jersey,Private For-profit,Associate degree,0.4532,0.1832,0.2225,0.095,0.0,0.0176,0.0163,0.0014,0.0109,41.057866,-74.131486
California,Public,Associate degree,0.3033,0.0562,0.4864,0.0946,0.0039,0.0029,0.0181,0.0083,0.0262,34.403993,-118.568698
New York,Private Nonprofit,Associate degree,0.1081,0.4054,0.3243,0.0946,0.0,0.0,0.0203,0.0,0.0473,40.912133,-73.840582
Mississippi,Private For-profit,Certificate,0.4717,0.4151,0.0094,0.0943,0.0,0.0,0.0,0.0,0.0094,30.382294,-89.077391
New York,Private For-profit,Certificate,0.0734,0.2637,0.4746,0.0942,0.0019,0.0075,0.0358,0.0,0.049,40.784113,-73.82885
Washington,Private Nonprofit,Bachelor's degree,0.4969,0.0553,0.1363,0.0935,0.0156,0.0506,0.0779,0.046,0.028,47.041068,-122.816354
California,Private For-profit,Associate degree,0.3389,0.0628,0.2102,0.0933,0.0082,0.0091,0.0218,0.1929,0.0628,34.044209,-118.25993
Massachusetts,Private Nonprofit,Bachelor's degree,0.478,0.0665,0.1154,0.0933,0.0012,0.0008,0.0481,0.1378,0.0589,42.318111,-72.638097
Washington,Private Nonprofit,Bachelor's degree,0.66,0.0333,0.06,0.0933,0.0267,0.0133,0.0867,0.0,0.0267,47.729935,-122.251708
California,Private For-profit,Certificate,0.1328,0.1008,0.5797,0.093,0.0039,0.0086,0.0734,0.0,0.0078,34.068204,-117.583814
Nevada,Private For-profit,Bachelor's degree,0.2907,0.1628,0.2674,0.093,0.0,0.0349,0.0581,0.0,0.093,36.020266,-115.096601
New Jersey,Private For-profit,Bachelor's degree,0.3204,0.2006,0.3084,0.0928,0.003,0.006,0.003,0.0359,0.0299,40.466026,-74.438606
Oregon,Public,Bachelor's degree,0.5355,0.0369,0.16,0.0926,0.0121,0.0065,0.0688,0.0492,0.0383,45.511601,-122.686289
California,Private Nonprofit,Bachelor's degree,0.3672,0.1057,0.2999,0.0925,0.0053,0.0013,0.0911,0.0119,0.0251,37.781425,-122.182294
Oregon,Private Nonprofit,Bachelor's degree,0.6418,0.0239,0.1134,0.0925,0.0119,0.009,0.0776,0.003,0.0269,45.531476,-122.697773
Washington,Private Nonprofit,Bachelor's degree,0.4962,0.1029,0.0891,0.0922,0.0154,0.0108,0.0507,0.0599,0.0829,47.617381,-122.344594
Minnesota,Private Nonprofit,Bachelor's degree,0.6625,0.0642,0.0767,0.0921,0.0251,0.0056,0.0126,0.0237,0.0377,44.956988,-93.274705
Texas,Public,Bachelor's degree,0.3508,0.1813,0.3179,0.0917,0.0043,0.0004,0.0359,0.0105,0.0072,33.226211,-97.127842
Connecticut,Public,Bachelor's degree,0.5048,0.1048,0.219,0.0917,0.0,0.0,0.0405,0.0143,0.025,41.555617,-73.039242
California,Private For-profit,Associate degree,0.3152,0.0287,0.467,0.0917,0.0172,0.0115,0.043,0.0,0.0258,33.809417,-117.878211
California,Private For-profit,Certificate,0.4435,0.108,0.2808,0.0915,0.0102,0.0025,0.0496,0.0,0.014,38.661377,-121.342568
California,Public,Associate degree,0.2541,0.0858,0.4034,0.0913,0.0017,0.0017,0.0477,0.1038,0.0104,34.017022,-118.469765
Georgia,Private For-profit,Certificate,0.649,0.101,0.0769,0.0913,0.0,0.0192,0.0288,0.0,0.0337,33.813156,-84.361989
New York,Private For-profit,Associate degree,0.089,0.2719,0.3386,0.0911,0.0012,0.0012,0.0246,0.1817,0.0007,40.692405,-73.986027
South Carolina,Private For-profit,Certificate,0.4286,0.3766,0.0909,0.0909,0.013,0.0,0.0,0.0,0.0,34.874681,-82.327426
Illinois,Private For-profit,Certificate,0.3409,0.2045,0.2045,0.0909,0.0,0.0227,0.0455,0.0,0.0909,41.886588,-87.625488
California,Private For-profit,Certificate,0.0,0.0,0.9091,0.0909,0.0,0.0,0.0,0.0,0.0,34.091838,-118.04358
New York,Private For-profit,Certificate,0.0682,0.5227,0.2727,0.0909,0.0,0.0,0.0455,0.0,0.0,40.709502,-73.61531
Connecticut,Public,Bachelor's degree,0.6494,0.0314,0.1347,0.0904,0.0,0.0018,0.048,0.0092,0.0351,41.316419,-72.065336
Illinois,Private For-profit,Certificate,0.42,0.16,0.25,0.09,0.0,0.0,0.05,0.03,0.0,41.682591,-88.364727
Florida,Private Nonprofit,Bachelor's degree,0.467,0.034,0.1636,0.0898,0.0026,0.0019,0.0423,0.1655,0.0334,27.360931,-82.547803
California,Private For-profit,Associate degree,0.3241,0.0552,0.1759,0.0897,0.0069,0.0138,0.0379,0.2966,0.0,34.139293,-118.150113
California,Private For-profit,Certificate,0.2242,0.0224,0.5605,0.0897,0.0,0.0404,0.0628,0.0,0.0,33.136906,-117.160199
Washington,Private For-profit,Certificate,0.6716,0.1493,0.0299,0.0896,0.0149,0.0149,0.0149,0.0149,0.0,47.64894,-122.377121
Texas,Private For-profit,Certificate,0.2109,0.2748,0.2875,0.0895,0.0,0.0192,0.1054,0.0064,0.0064,29.65852,-95.28262
California,Private Nonprofit,Bachelor's degree,0.3406,0.0333,0.353,0.0894,0.001,0.0038,0.0295,0.1484,0.001,34.208011,-118.341147
Minnesota,Public,Associate degree,0.514,0.1836,0.1282,0.0893,0.0047,0.0016,0.0564,0.0135,0.0088,44.829706,-93.331673
Nevada,Private For-profit,Certificate,0.3398,0.1755,0.2228,0.0891,0.0056,0.0474,0.0836,0.0,0.0362,36.083117,-115.118122
Nebraska,Private Nonprofit,Bachelor's degree,0.7146,0.0234,0.0833,0.089,0.0043,0.0045,0.0454,0.0234,0.012,41.265361,-95.947811
Nevada,Private For-profit,Certificate,0.3511,0.1244,0.2711,0.0889,0.0,0.0133,0.1111,0.0,0.04,36.15846,-115.210473
Illinois,Private Nonprofit,Bachelor's degree,0.7229,0.0283,0.0626,0.0888,0.0013,0.0004,0.0588,0.033,0.0038,41.870176,-88.099643
Louisiana,Public,Bachelor's degree,0.4957,0.179,0.1383,0.0887,0.0022,0.0007,0.0506,0.035,0.0098,30.027704,-90.067142
California,Private For-profit,Certificate,0.1846,0.1676,0.5141,0.0885,0.0094,0.0094,0.0264,0.0,0.0,34.678236,-118.15638
California,Private For-profit,Certificate,0.2452,0.0817,0.3815,0.0872,0.0109,0.0409,0.0654,0.0,0.0872,37.998992,-121.323199
Texas,Private For-profit,Certificate,0.1304,0.2609,0.5217,0.087,0.0,0.0,0.0,0.0,0.0,28.707864,-100.506009
New York,Private For-profit,Certificate,0.087,0.3043,0.3478,0.087,0.0435,0.0,0.1304,0.0,0.0,40.764401,-73.976807
Massachusetts,Private For-profit,Certificate,0.587,0.0652,0.1739,0.087,0.0,0.0,0.0652,0.0,0.0217,42.297803,-71.422199
Wisconsin,Private For-profit,Certificate,0.3043,0.2609,0.0,0.087,0.0435,0.0,0.3043,0.0,0.0,44.018434,-88.542233
Texas,Public,Bachelor's degree,0.1485,0.1904,0.4953,0.0868,0.0026,0.0021,0.0096,0.0564,0.0083,29.7661,-95.359338
Virginia,Private For-profit,Certificate,0.045,0.8071,0.0547,0.0868,0.0064,0.0,0.0,0.0,0.0,38.908263,-77.210082
Pennsylvania,Public,Bachelor's degree,0.768,0.0361,0.066,0.0866,0.0,0.0,0.034,0.0021,0.0072,41.440258,-75.620583
Massachusetts,Private Nonprofit,Bachelor's degree,0.5906,0.0373,0.0718,0.0864,0.0002,0.001,0.0235,0.147,0.0421,42.385995,-71.222839
Georgia,Public,Associate degree,0.1889,0.4784,0.1253,0.0863,0.0015,0.0009,0.0566,0.0549,0.0071,33.753426,-84.385712
Wisconsin,Private Nonprofit,Bachelor's degree,0.8017,0.0345,0.0345,0.0862,0.0,0.0086,0.0086,0.0,0.0259,43.097318,-87.918283
California,Private For-profit,Certificate,0.2153,0.1388,0.4833,0.0861,0.0,0.0,0.0766,0.0,0.0,37.677778,-120.992753
New York,Public,Bachelor's degree,0.5452,0.0944,0.2246,0.0861,0.0018,0.0021,0.0253,0.0164,0.0039,40.754224,-73.42832
California,Public,Associate degree,0.2323,0.0606,0.5893,0.086,0.0024,0.0032,0.0181,0.0045,0.0035,33.917387,-117.570212
Florida,Public,Bachelor's degree,0.5323,0.0635,0.2211,0.0857,0.0018,0.004,0.0383,0.0215,0.0319,29.64629,-82.347911
New Jersey,Public,Certificate,0.3286,0.2286,0.2857,0.0857,0.0,0.0,0.0143,0.0,0.0571,40.900877,-74.035045
New York,Private Nonprofit,Associate degree,0.7333,0.1048,0.0286,0.0857,0.0,0.0095,0.0286,0.0,0.0095,42.802979,-73.915884
New York,Private For-profit,Certificate,0.4381,0.2476,0.2095,0.0857,0.019,0.0,0.0,0.0,0.0,40.722909,-74.00777
New Jersey,Private For-profit,Certificate,0.5429,0.1429,0.1714,0.0857,0.0,0.0,0.0571,0.0,0.0,40.438155,-74.392845
Kansas,Private Nonprofit,Associate degree,0.1283,0.3322,0.3487,0.0855,0.0099,0.0033,0.0757,0.0033,0.0132,39.112256,-94.650677
Alaska,Public,Certificate,0.0855,0.0263,0.0132,0.0855,0.75,0.0329,0.0,0.0,0.0066,71.324702,-156.679486
Rhode Island,Private For-profit,Certificate,0.6154,0.0769,0.1795,0.0855,0.0085,0.0,0.0256,0.0,0.0085,41.78608,-71.472161
Massachusetts,Private Nonprofit,Bachelor's degree,0.3618,0.0247,0.036,0.0854,0.0,0.0,0.0404,0.4225,0.0292,42.340946,-71.08629
Texas,Public,Bachelor's degree,0.3191,0.0452,0.491,0.0853,0.0039,0.0013,0.0258,0.0103,0.0181,29.508107,-98.575655
Indiana,Public,Bachelor's degree,0.6388,0.0287,0.0515,0.0853,0.0011,0.0007,0.0348,0.1389,0.02,40.428206,-86.914435
New Jersey,Private Nonprofit,Certificate,0.276,0.3458,0.2147,0.0852,0.0051,0.0051,0.0443,0.0,0.0239,40.605982,-74.404293
Missouri,Public,Bachelor's degree,0.5706,0.12,0.0958,0.0849,0.0021,0.0016,0.0439,0.0525,0.0286,39.034179,-94.582141
Pennsylvania,Public,Associate degree,0.2187,0.4446,0.1491,0.0849,0.0032,0.0022,0.0337,0.0326,0.031,39.962458,-75.165604
Illinois,Public,Bachelor's degree,0.2786,0.1121,0.3774,0.0848,0.0024,0.0024,0.02,0.0222,0.1001,41.980399,-87.718983
Minnesota,Private Nonprofit,Bachelor's degree,0.6297,0.1149,0.0522,0.0848,0.0054,0.0025,0.042,0.037,0.0315,44.949759,-93.154861
Georgia,Public,Certificate,0.4068,0.4237,0.0508,0.0847,0.0169,0.0,0.0169,0.0,0.0,33.751852,-84.381561
California,Private Nonprofit,Bachelor's degree,0.3408,0.1,0.2705,0.0845,0.0046,0.0145,0.0597,0.0068,0.1184,32.909894,-117.243026
California,Public,Associate degree,0.1852,0.0256,0.5457,0.0844,0.0042,0.0035,0.0286,0.0099,0.1129,37.3353,-120.476464
Virginia,Private For-profit,Certificate,0.2651,0.2651,0.1446,0.0843,0.0,0.0,0.0602,0.0,0.1807,38.926154,-77.244736
California,Private For-profit,Associate degree,0.2419,0.1339,0.3056,0.0842,0.0313,0.1069,0.0022,0.0,0.094,35.2682,-120.669519
Illinois,Private Nonprofit,Bachelor's degree,0.3884,0.0819,0.3015,0.0839,0.0015,0.0117,0.0356,0.0635,0.032,41.975268,-87.709948
New York,Private For-profit,Certificate,0.2515,0.3772,0.1856,0.0838,0.0,0.0,0.0,0.1018,0.0,40.760073,-73.991082
New Jersey,Public,Associate degree,0.1219,0.1341,0.5601,0.0836,0.0038,0.004,0.0188,0.0045,0.0692,40.7303,-74.062903
Missouri,Private Nonprofit,Bachelor's degree,0.7,0.0,0.2,0.0833,0.0,0.0,0.0167,0.0,0.0,40.24044,-94.682831
Virginia,Private Nonprofit,Bachelor's degree,0.6855,0.0806,0.0296,0.0833,0.0027,0.0108,0.0618,0.0,0.0457,36.777043,-76.243308
Wisconsin,Private For-profit,Certificate,0.875,0.0208,0.0208,0.0833,0.0,0.0,0.0,0.0,0.0,44.936911,-89.618062
California,Private Nonprofit,Certificate,0.5455,0.0455,0.1894,0.0833,0.0227,0.0076,0.0985,0.0,0.0076,34.170219,-118.538719
Texas,Private For-profit,Certificate,0.2917,0.1667,0.25,0.0833,0.0,0.0,0.0833,0.0,0.125,32.834122,-97.196111
Michigan,Public,Bachelor's degree,0.6884,0.0836,0.0623,0.0831,0.003,0.0013,0.0322,0.0195,0.0266,42.317287,-83.231417
California,Private Nonprofit,Bachelor's degree,0.4899,0.0482,0.2393,0.083,0.0039,0.0045,0.0762,0.051,0.0039,33.653665,-117.812305
California,Private Nonprofit,Bachelor's degree,0.5782,0.015,0.1809,0.0829,0.0024,0.0055,0.0569,0.0182,0.06,34.450151,-119.662517
California,Private For-profit,Certificate,0.1644,0.0822,0.4521,0.0822,0.0,0.0,0.0411,0.0,0.1781,33.901581,-117.493507
California,Public,Associate degree,0.0911,0.0855,0.6211,0.0821,0.0035,0.0085,0.0277,0.012,0.0687,33.784201,-118.28186
Minnesota,Private Nonprofit,Bachelor's degree,0.5963,0.0479,0.0797,0.0821,0.001,0.0,0.0694,0.11,0.0137,44.462318,-93.154666
New York,Public,Bachelor's degree,0.4368,0.1918,0.1755,0.0821,0.0016,0.0011,0.0324,0.0535,0.0251,42.685489,-73.824662
New York,Public,Bachelor's degree,0.716,0.0651,0.0858,0.0821,0.0019,0.0019,0.0274,0.0179,0.0019,43.137701,-75.229841
Alaska,Public,Bachelor's degree,0.5375,0.0342,0.0926,0.082,0.0574,0.0213,0.1173,0.0219,0.0357,61.190163,-149.82619
California,Public,Bachelor's degree,0.0589,0.1133,0.6426,0.0819,0.0007,0.0027,0.0267,0.0437,0.0295,33.864766,-118.255917
New York,Public,Bachelor's degree,0.6274,0.1218,0.1015,0.0819,0.0089,0.0015,0.032,0.0122,0.0126,41.390479,-73.956603
Wisconsin,Public,Certificate,0.8034,0.0171,0.0361,0.0819,0.0037,0.0019,0.0453,0.0,0.0106,43.924774,-87.75454
Nevada,Public,Bachelor's degree,0.5683,0.0324,0.2114,0.0817,0.007,0.0059,0.0709,0.0083,0.0142,39.543642,-119.815377
New Jersey,Public,Bachelor's degree,0.6186,0.0538,0.1786,0.0817,0.0057,0.0006,0.0032,0.0205,0.0372,41.080942,-74.174086
Oregon,Private Nonprofit,Bachelor's degree,0.6185,0.0443,0.0177,0.0817,0.0061,0.017,0.0933,0.0061,0.1151,45.570197,-122.636941
Virginia,Private Nonprofit,Bachelor's degree,0.3464,0.1449,0.1881,0.0816,0.0036,0.0031,0.0299,0.1667,0.0357,38.905562,-77.128785
Virginia,Private Nonprofit,Bachelor's degree,0.0204,0.0,0.0,0.0816,0.0,0.0,0.0,0.8367,0.0612,38.84905,-77.347751
Massachusetts,Public,Bachelor's degree,0.61,0.047,0.1034,0.0815,0.0016,0.0022,0.0153,0.0465,0.0925,42.336862,-71.099275
Minnesota,Private For-profit,Associate degree,0.5111,0.2963,0.037,0.0815,0.0222,0.0,0.0074,0.0,0.0444,45.009443,-93.162659
New Jersey,Public,Bachelor's degree,0.2009,0.233,0.404,0.0812,0.0034,0.0052,0.0217,0.0078,0.0426,40.709937,-74.08727
California,Public,Associate degree,0.1562,0.0358,0.6511,0.0811,0.0009,0.0011,0.0296,0.0398,0.0046,34.135487,-117.885266
Massachusetts,Private Nonprofit,Bachelor's degree,0.6291,0.0595,0.0656,0.0809,0.0007,0.0009,0.0355,0.0722,0.0557,42.336632,-71.094983
California,Public,Associate degree,0.3845,0.0621,0.3607,0.0808,0.0028,0.004,0.0683,0.0328,0.0041,32.815246,-117.006277
Nevada,Private For-profit,Certificate,0.2525,0.101,0.5253,0.0808,0.0,0.0404,0.0,0.0,0.0,36.145445,-115.300577
Pennsylvania,Private Nonprofit,Bachelor's degree,0.6266,0.0346,0.0956,0.0807,0.001,0.0008,0.0324,0.0913,0.037,40.606822,-75.380236
California,Private For-profit,Certificate,0.4209,0.0746,0.2716,0.0806,0.009,0.009,0.1075,0.0,0.0269,32.957184,-117.042531
California,Private For-profit,Certificate,0.4146,0.1231,0.2462,0.0804,0.0176,0.0276,0.0477,0.0,0.0427,38.679835,-121.273917
North Carolina,Public,Associate degree,0.7649,0.0643,0.0707,0.0802,0.0071,0.0016,0.0008,0.0087,0.0016,35.722876,-81.687345
Minnesota,Private Nonprofit,Bachelor's degree,0.5829,0.0343,0.0778,0.0801,0.0019,0.0005,0.0648,0.1556,0.0023,44.938565,-93.168053
Arizona,Public,Bachelor's degree,0.5008,0.0372,0.215,0.08,0.0114,0.002,0.045,0.1059,0.0028,33.417721,-111.934383
Georgia,Public,Certificate,0.3002,0.3561,0.1644,0.08,0.002,0.0027,0.0306,0.0176,0.0464,33.962763,-84.066224
New Jersey,Public,Associate degree,0.3198,0.0638,0.2997,0.08,0.0031,0.0049,0.0085,0.0553,0.1648,40.951782,-74.088804
Minnesota,Private For-profit,Certificate,0.56,0.0,0.24,0.08,0.04,0.0,0.08,0.0,0.0,43.631842,-95.602503
Ohio,Private For-profit,Certificate,0.52,0.24,0.08,0.08,0.0,0.0,0.08,0.0,0.0,41.375544,-81.791333
California,Private For-profit,Certificate,0.122,0.0753,0.3012,0.0798,0.006,0.0196,0.0166,0.0,0.3795,32.702814,-117.102845
Louisiana,Private For-profit,Certificate,0.4203,0.3768,0.0652,0.0797,0.0,0.0,0.0072,0.0,0.0507,30.004827,-90.163276
California,Public,Associate degree,0.2089,0.0401,0.5036,0.0796,0.0022,0.0021,0.0279,0.0147,0.1208,34.183949,-118.575071
New Jersey,Private Nonprofit,Bachelor's degree,0.1425,0.2122,0.457,0.0796,0.0028,0.0048,0.0171,0.0267,0.0573,40.727105,-74.071541
New York,Private For-profit,Certificate,0.4286,0.2222,0.2698,0.0794,0.0,0.0,0.0,0.0,0.0,40.573227,-74.114517
Wisconsin,Private Nonprofit,Bachelor's degree,0.4082,0.2056,0.2423,0.0793,0.0029,0.0029,0.0426,0.0132,0.0029,43.072507,-88.030732
New York,Private For-profit,Bachelor's degree,0.4558,0.189,0.1178,0.0792,0.01,0.0067,0.0033,0.0605,0.0778,40.759865,-73.975054
New York,Private Nonprofit,Bachelor's degree,0.2245,0.1577,0.4356,0.0791,0.0012,0.0,0.0448,0.0129,0.0442,40.913657,-73.908887
Maryland,Private Nonprofit,Bachelor's degree,0.3856,0.291,0.1293,0.079,0.0012,0.0,0.0491,0.0132,0.0515,39.350612,-76.619739
