Area,Year,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature °C
Austria,2003,0.0341,0.6511,221.682,749.0302030260325,275.9122,22,1793.2525,-6414.842,156.2675,1406.9567,1321.7288,217.7487,709.9262,1668.3427,1376.4085,1560.0236819018144,12878.7538,617.5109,414.164,1619.6181,0,0,1203.7517,3321438,4854414,3940597,4179507,21798.92138492785,1.466
Austria,2004,0.1166,0,274.2895,926.3422784724488,280.1978,5,1813.2472,-6414.842,156.2675,1374.882,1317.5223,207.9169,709.9378,1648.1535,1418.5747,1588.4414676294225,12441.1669,607.4139,410.4734,1585.3073,0,0,1190.6312,3361157,4855648,3968358,4202858,21541.040246101868,0.80425
Austria,2005,0.4423,3.257,252.66,926.3422784724488,283.854,19,1884.6201,-6414.842,156.2675,1489.2061,1291.0449,215.5724,676.3895,1644.3955,1451.8645,1554.277169812768,12362.7713,603.7241,411.5032,1562.186,0,0,1120.3272,3399400,4854250,3999224,4227811,21494.863048285217,0.5154166666666667
Austria,2006,0.0212,0,237.2162,926.3422784724488,282.5817,22,1836.1714,-6414.842,156.2675,1468.8922,1304.9374,223.0131,683.6584,1631.1289,1452.7523,1947.0557431484776,13738.3993,604.1589,404.8905,1560.6877,0,0,1097.4886,3435541,4849194,4021764,4246000,23162.82132162093,1.19925
Austria,2007,0,0.1303,244.0904,926.3422784724488,282.5817,72,1863.6363,-6414.842,156.2675,1369.5603,1168.736,218.3771,687.4106,1628.335,1366.8303,1953.627245111232,14496.9835,595.7159,402.088,1546.6859,0,0,1071.3796,3470218,4841565,4035858,4258864,23635.93592358368,1.9051666666666665
Austria,2008,0.0489,0,289.7788,926.3422784724488,282.5817,80,1795.8749,-6414.842,156.2675,1318.6738,1219.1531,210.4276,653.177,1638.9606,1325.0829,2012.447178005524,15149.9319,603.6204,405.1082,1577.3106,0,0,1063.9216,3504967,4833486,4049487,4271645,24293.86695647797,1.69175
Austria,2009,0,0.3907,261.7292,926.3422784724488,284.0864,61,1759.6247,-6414.842,156.2675,1171.212,1149.9158,190.3992,624.1147,1625.0282,1346.7374,1953.627245111232,24014.698,594.1957,403.6842,1533.7818,0,0,1019.5913,3541925,4828113,4061413,4281523,32661.58432358368,1.4745
Austria,2010,0,0,249.0218,926.3422784724488,285.305,69,1812.4185,-6414.842,156.2675,1361.0251,1228.0775,232.6333,698.2553,1614.1294,1526.5692,2012.447178005524,31028.2461,605.7964,409.7038,1560.1107,0,0,1021.9192,3582684,4827265,4072341,4290488,40382.42625647797,0.45175
Austria,2011,0.0191,0,292.1121,926.3422784724488,285.305,69,1734.3832,-7516.8522,354.288,1395.1287,1267.6412,245.6041,700.0615,1609.6376,1561.0081,2012.447178005524,30513.0193,604.7448,409.5291,1557.4305,0,0,992.9683,3628001,4831863,4088327,4302873,39013.81785647797,1.7540000000000002
Austria,2012,0.0085,0.3907,245.6692,926.3422784724488,285.4424,66,1744.0903,-7516.8522,354.288,1174.0486,1231.1408,192.1279,626.9871,1592.9925,1448.9298,1953.627245111232,26421.7126,591.5083,403.6701,1519.4159,0,0,979.4295,3650043,4867505,4110745,4318891,34240.96952358368,1.6013333333333335
Austria,2013,0,1.0419,241.3685,926.3422784724488,287.2777,55,1839.7848,-7516.8522,354.288,1197.6823,1225.0512,190.2452,683.3126,1589.8884,1285.1794,1933.2717132207815,26224.4637,588.7079,400.5833,1509.5073,0,0,995.6374,3659591,4918191,4139378,4340160,34011.781391693235,1.2689166666666667
Austria,2014,0.3946,1.3024,290.0347,926.3422784724488,287.4143,59,1810.0948,-7516.8522,354.288,1078.2053,1199.7852,161.2593,651.21,1574.4707,1260.9608,1933.2717132207815,27492.1667,586.0856,400.8618,1497.8627,0,0,989.3239,3666869,4966351,4177774.000000001,4368292,35037.48259169323,2.41325
Austria,2015,0,0,255.1408,926.3422784724488,287.4143,64,1843.4773,-7516.8522,354.288,1181.2457,1293.096,180.6467,685.901,1514.5345,1344.6721,2012.447178005524,27158.3728,586.319,401.0759,1495.9987,0,0,983.9253,3669727,5008930,4236408,4406012,35052.045356477975,2.310916666666667
Austria,2016,0.0106,0.3908,293.494,926.3422784724488,287.4143,60,1908.9426,-7440.2896,225.94,1150.4397,1263.8122,168.0569,685.517,1492.1633,1245.8608,1953.627245111232,28991.0365,586.1247,401.3941,1493.2443,0,0,997.0383,3667377,5044760,4292470,4444016,36690.56002358368,1.8510833333333332
Austria,2017,0.2078,0.6512,252.2825,926.3422784724488,287.4292,78,1946.6512,-7440.2896,225.94,1228.3946,1388.9728,185.9801,686.8683,1476.9012,1264.57,1933.2717132207815,27831.2325,584.6866,404.0661,1485.6976,0,0,982.7513,3660707,5074746,4325485,4472011,35730.60739169322,1.72625
Austria,2018,0,1.6931,247.2812,926.3422784724488,286.9881,86,1962.9745,-7440.2896,225.94,1163.2369,1379.9737,176.4711,699.4782,1471.8283,1231.0244,2035.6512115802752,25531.2295,576.3836,400.3359,1466.6449,0,0,973.2336,3649748,5102072,4347802,4492710,33402.42089005272,2.58475
Austria,2019,0,0.3907,277.8471,926.3422784724488,287.6655,79,1968.6874,-7440.2896,225.94,1124.8756,1289.1975,166.0833,710.9292,1470.2632,1222.9101,1953.627245111232,28022.6892,569.5274,394.7435,1451.7289,0,0,971.58,3636627,5129574,4367948,4511992,35673.73852358368,2.4730833333333333
Austria,2020,0.0615,0.1302,288.8322,926.3422784724488,287.6804,90,1726.7519,-7440.2896,225.94,1110.2687,1273.7881,162.9566,676.0578,1468.4862,1248.7241,1953.627245111232,25895.924,567.3351,390.1849,1452.0536,0,0,913.0816,3622850,5159360,4382851,4524926,33217.93682358368,2.2416666666666667
Azerbaijan,1992,27.6103,3.3574,93.7856,6.6875,0,4,782.4257,-1578.8881,0,791.109,801.1157,3889.8552,187.2553,835.4898,616.1595,2043.6681063937287,931.933,84.0185,1328.9297,158.7252,0,0,2119.9686,3501943,3969990,3692630,3950708,13127.206006393732,-0.86275
Azerbaijan,1993,27.6103,3.3574,84.8046,9.3139,0,4,742.8038,-1578.8881,0,309.062,779.6262,4156.5752,160.1894,946.5655,562.8672,2112.9874016313097,781.4788,73.5304,1240.0788,142.5343,0,0,2734.0373,3576782,4004979,3740990,3999117,13292.534401631308,-1.00175
Azerbaijan,1994,27.6103,3.3574,76.3529,8.0203,0,3,646.1214,-1578.8881,0,318.7156,588.6871,2854.6702,91.5423,1037.4075,282.8985,2406.8798144493558,623.4973,67.0815,1150.8928,131.6252,0,0,1855.538,3648606,4035103,3778623,4043256,10595.010014449355,-0.041666667
Azerbaijan,1995,27.6103,3.3574,68.8456,15.0058,0,3,507.983,-1578.8881,0,251.6208,494.0182,2940.4364,74.3979,1126.9707,264.9391,2406.8798144493558,478.9104,63.7821,1153.0587,129.6192,0,0,1473.5769,3716184,4059242,3805554,4083776,9905.124214449355,1.16325
Azerbaijan,1996,26.3664,1.6809,75.3364,17.1382,0,3,345.1429,-1578.8881,0,995.0324,402.2211,2901.9975,59.7391,1195.4053,244.3374,2406.8798144493558,473.2961,63.2999,1179.7757,131.8686,0,0,1107.1741,3778802,4076751,3828602,4120499,10050.803714449354,0.5795833333333333
Azerbaijan,1997,18.0555,2.0044,80.8083,18.3691,0,6,252.0785,-1578.8881,0,685.3542,427.7468,1313.0412,62.7044,1252.9673,223.6499,1510.105877734682,530.5751,63.8476,1250.8475,136.9166,0,0,980.8001,3837012,4088657,3847521,4152541,7236.984277734681,0.3240833333333333
Azerbaijan,1998,34.163,15.2458,70.9551,18.9414,0,3,270.5354,-1578.8881,0,1311.8702,347.37,1189.1438,62.5176,1322.7561,179.1865,578.3328347815785,471.3456,64.5985,1318.6621,140.8918,0,0,384.9006,3892834,4097070,3861671,4179425,6205.528234781578,1.356
Azerbaijan,1999,28.7049,2.0992,77.7338,28.0202,0,4,205.7296,-1578.8881,0,1494.0484,471.9891,1291.8648,77.9769,1384.3357,181.7964,394.3611491238608,495.6484,65.2285,1371.9725,145.1464,0,0,203.3552,3931600,4122525,3889693,4211757,6345.123049,1.2526666666666666
Azerbaijan,2000,13.639,26.9957,107.8332,34.888,0,4,281.3869,-1578.8881,0,1500.984,645.2683,601.0476,103.6512,1511.0861,172.35,356.4910168671663,536.9917,66.3351,1420.6979,148.599,0,0,232.3341,3948767,4173974,3937119,4253217,6185.690716867167,0.9889166666666668
Azerbaijan,2001,18.0428,0.13,138.0117,29.6901,0,2,284.5163,-1995.4258,180.7511,1364.6068,662.4887,543.4238,131.2694,1574.6226,216.4286,356.4910168671663,700.3155,67.647,1503.7818,156.79,0,0,296.192,3968573,4228706,3986999,4295024,6231.773416867166,1.4176666666666666
Azerbaijan,2002,21.6968,6.7609,150.2983,28.0358,0,2,312.2782,-1995.4258,180.7511,1440.4164,677.8063,389.3105,142.5957,1688.6932,259.0651,356.4910168671663,894.2351,69.9581,1556.7076,159.059,0,0,367.2545,3990569,4286446,4036336,4335791,6707.987816867166,0.9151666666666666
Azerbaijan,2003,34.034,0,141.2251,26.0837,0,2,340.3555,-1995.4258,180.7511,1658.8254,729.0504,413.2863,166.2178,1724.4102,313.1009,356.4910168671663,1134.3282,71.9421,1631.9861,165.2708,0,0,275.8426,4014461,4346898,4085847,4376475,7369.775416867166,0.3459166666666666
Azerbaijan,2004,39.0145,0,149.0381,20.1723,0,3,484.1114,-1995.4258,180.7511,1674.3452,776.4126,262.7376,174.741,1789.3405,362.4698,392.2743778061394,1444.8816,73.8978,1690.8691,170.2519,0,0,378.4045,4039517,4409365,4139213,4416951,8071.287577806139,1.1434166666666667
Azerbaijan,2005,15.4038,0.26,148.3113,18.1418,0,3,491.3559,-1995.4258,180.7511,1679.9102,879.7197,270.2095,201.0974,1855.6515,414.4083,487.0077982846175,1526.1003,75.7059,1747.6981,175.045,0,0,658.3911,4065323,4473283,4197893,4458343,8832.742898284618,1.1274166666666667
Azerbaijan,2006,61.0569,0,144.4485,9.408,0,3,638.2535,-1995.4258,180.7511,1788.5112,963.3703,266.731,223.8276,1887.1292,462.5868,526.7370419525382,1557.2839,76.4697,1823.4062,182.6003,0,0,193.7063,4091637,4538558,4260400,4502954,8993.851742,1.1440833333333331
Azerbaijan,2007,25.5964,1.4303,139.258,8.2712,0,3,433.2527,-1995.4258,180.7511,1454.3604,1087.3254,337.6362,235.8813,1933.6942,523.9916,526.7370419525382,1628.509,77.3779,1873.8413,186.3534,0,0,693.3972,4118780,4605524,4327160,4551251,9355.238841952538,1.04075
Azerbaijan,2008,11.2573,0.26,170.7504,10.4821,0,5,551.2995,-1995.4258,180.7511,1622.9257,1169.7676,333.6332,235.9706,1968.0359,784.7167,526.7370419525382,1666.2656,79.7986,1932.3178,190.9159,0,0,866.3407,4147173,4674735,4397391,4602305,10311.79994195254,0.8305833333333333
Azerbaijan,2009,5.7427,0,203.5256,13.5005,0,6,497.7405,-1995.4258,180.7511,1484.4651,1209.5097,308.5639,135.6165,2008.1936,770.9447,526.7370419525382,1312.6493,82.054,1988.5932,193.4839,0,0,1131.4119,4177524.000000001,4746883,4463989,4655639,10064.057441952536,1.0505833333333332
Azerbaijan,2010,56.6277,4.5509,143.0313,12.8576,0,7,567.9329,-1995.4258,180.7511,1525.0268,1281.7883,288.912,88.3015,2037.646,637.2031,526.7370419525382,1296.1461,80.9903,2024.6512,193.8854,0,0,1173.1192,4208623,4823834,4526421,4710782,10131.732641952538,2.5215
Azerbaijan,2011,23.8521,0.2601,168.4057,13.8298,0,9,652.7404,-2848.35,0,1419.0755,1165.6648,338.6993,120.9235,2069.084,666.6169,526.7370419525382,1049.2377,80.4898,2031.3127,193.8933,0,0,1222.7291,4240564,4905815,4591142,4767872,8904.201742,0.3750833333333334
Azerbaijan,2012,22.0663,0.2601,189.0175,13.2104,0,11,720.0315,-2848.35,0,1288.1353,1281.8224,441.2488,167.396,2105.2471,1005.29,526.7370419525382,1228.8247,81.5877,2057.6021,195.5527,0,0,1255.1531,4272681,4992236,4658096,4827480,9741.832741952538,1.5135833333333333
Azerbaijan,2013,13.3745,0.13,198.1495,16.613,0,11,781.1002,-2848.35,0,1226.8179,312.62,440.6237,174.8264,2137.8699,1020.1925,526.7370419525382,1111.2853,82.8386,2086.8546,197.701,0,0,1294.0098,4303619,5081674,4726137,4888341,8784.393942,1.3637499999999998
Azerbaijan,2014,9.5158,1.0402,162.6529,8.5221,0,11,821.4327,-2848.35,0,1358.3354,324.6772,466.4321,190.7204,2161.7878,1029.3886,526.7370419525382,1605.1917,85.9257,2121.6302,200.859,0,0,1244.5321,4331615,5172156,4793438,4948443,9482.030941952538,1.5752499999999998
Azerbaijan,2015,62.0945,0.2601,195.7459,9.3766,0,11,742.9994,-2848.35,0,1397.1511,1249.4286,440.895,193.2627,2215.6619,1065.6984,526.7370419525382,1537.1121,85.5954,2131.6537,199.9768,0,0,1215.92,4355344,5262140,4857490,5005989,10432.219241952538,1.565583333333333
Azerbaijan,2016,11.1222,0,201.5908,19.6784,0,11,672.6124,-2370.8966,454.8745,1539.1429,1235.2358,469.3382,224.3405,2239.5627,1151.0263,398.9294267336383,1398.0608,83.1228,2130.6512,196.8627,0,0,1125.5439,4374332,5351044,4916252,5059997,11191.798926733638,1.3245833333333332
Azerbaijan,2017,33.2655,4.6811,192.3736,40.0075,0,11,780.5179,-2370.8966,454.8745,1339.2058,1311.479,501.144,205.0389,2234.4681,729.8553,363.1460657946652,1610.2463,82.7678,2116.5469,194.8492,0,0,1162.1329,4388663,5438926,4965779,5105788,10996.703765794666,1.6314166666666667
Azerbaijan,2018,21.5735,3.2503,214.7998,31.6266,0,11,836.7405,-2370.8966,454.8745,1374.6685,1336.3283,511.9947,193.5151,2228.8972,606.246,363.1460657946652,1812.1667,80.2921,2098.7961,191.3347,0,0,1275.2834,4398268,5525646,5008400,5144122,11275.637465794664,2.243583333333333
Azerbaijan,2019,50.8387,0.7802,227.917,31.4306,0,11,855.6762,-2370.8966,454.8745,1322.8855,1416.2221,503.8283,208.4812,2222.2762,913.1348,363.1460657946652,1804.104,79.9922,2090.8493,189.8493,0,0,1339.278,4403280,5611295,5051096,5181658,11715.667565794663,2.0775
Azerbaijan,2020,5.874,10.7919,209.8803,23.5278,0,11,743.1891,-2370.8966,454.8745,1536.6999,1392.8752,503.8283,248.7535,2212.9518,633.2309,363.1460657946652,1816.3035,77.1931,2082.2343,186.9892,0,0,1339.278,4403813,5695930,5077681,5207270,11481.724765794666,1.753
Bahamas,1990,10.3442,45.7301,0.0393,246.40727646443952,0,6,25.7398,0,0,62.4638,47.1349,26.082,89.98390805578805,237.1509,209.58772835754152,1474.1741692230305,11.1007,2.9952,4.9675,2.5955,0,32.0783,34.612,51682,204654,133065,137614,2569.187282,0.8956666666666667
Bahamas,1991,10.3442,45.7301,0.0382,246.40727646443952,0,7,22.9193,0,0,72.3049,43.9763,28.866,89.98390805578805,238.2733,209.58772835754152,1474.1741692230305,12.0008,2.4723,4.2979,2.171,0,32.0783,36.7681,52049,209067,135741,140316,2579.393782,0.7851666666666667
Bahamas,1992,10.3442,45.7301,0.0255,246.40727646443952,0,7,17.2651,0,0,73.3316,32.2639,25.8451,128.20038881234169,239.0254,209.58772835754152,1470.6939146230302,11.2008,2.7381,4.571,2.3529,0,32.0783,20.5919,52446,213688,138557,143416,2579.253208257353,0.2546666666666666
Bahamas,1993,10.3442,45.7301,0.0206,246.40727646443952,0,8,15.4992,0,0,79.5912,20.2411,29.0171,128.20038881234169,239.6165,209.58772835754152,1470.6939146230302,11.6008,2.6839,4.5445,2.3258,0,32.0783,19.3441,52829,218336,141526,146638,2575.526708257353,0.35575
Bahamas,1994,10.3442,45.7301,0.0156,246.40727646443952,0,10,15.5081,0,0,80.5399,24.1343,45.3416,128.20038881234169,240.4848,209.58772835754152,1470.6939146230302,11.9008,2.2956,4.0619,2.0209,0,32.0783,28.8596,53137,222758,144309,149688,2608.2050082573537,0.8850833333333333
Bahamas,1995,10.3442,45.7301,0.0156,246.40727646443952,0,3,18.3419,0,0,90.4143,34.3808,50.7846,128.20038881234169,241.4575,209.58772835754152,1470.6939146230302,11.7008,3.9886,6.125,3.3541,0,32.0783,36.5295,53338,226812,146949,152605,2643.1346082573536,0.53625
Bahamas,1996,9.0087,98.6015,0.0156,246.40727646443952,0,12,17.6344,0,0,90.6733,35.2172,47.1993,128.20038881234169,242.2915,209.58772835754152,1470.6939146230302,12.7008,5.2397,7.7834,4.3615,0,47.7196,38.0042,53410,230380,149491,155441,2723.340008257353,0.048916667
Bahamas,1997,9.0156,97.4005,0.0175,246.40727646443952,0,7,17.9859,0,0,96.7803,37.987,58.8176,128.20038881234169,245.5323,209.58772835754152,1470.6939146230302,12.1008,4.377,6.7258,3.6659,0,56.3802,20.8647,53388,233582,151955,158215,2729.540408257353,0.8251666666666666
Bahamas,1998,12.0065,109.5698,0.0184,246.40727646443952,0,8,18.3373,0,0,105.9419,32.3664,55.6318,128.20038881234169,247.4094,209.58772835754152,1470.6939146230302,12.8008,6.5004,9.3425,5.3629,0,57.6187,66.1445,53339,236721,154412,160986,2801.940608257353,1.0329166666666667
Bahamas,1999,16.6088,108.3799,0.0182,246.40727646443952,0,9,18.3373,0,0,115.2668,37.8956,54.9495,128.20038881234169,249.065,209.58772835754152,1470.6939146230302,12.6009,3.575,5.5031,3.0438,0,44.0224,81.4693,53360,240212,156702,163570,2814.624908257352,0.4845833333333333
Bahamas,2000,9.5275,137.976,0.0146,246.40727646443952,0,4,18.3373,0,0,120.7675,45.2455,64.1291,128.20038881234169,250.1623,209.58772835754152,1470.6939146230302,11.4009,3.5253,5.5121,2.9781,0,44.8971,96.8825,53599,244291,158879,166136,2870.2451082573525,0.1495
Bahamas,2001,6.5095,17.1472,0.0136,246.40727646443952,0,10,18.6887,0,0,125.657,49.627,64.9336,128.20038881234169,251.2076,209.58772835754152,1470.6939146230302,12.2009,3.6522,5.71,3.0897,0,15.7211,89.8988,54415,248720,160964,168662,2728.946208257353,0.26175
Bahamas,2002,9.2821,18.0317,0.0137,246.40727646443952,0,15,19.3882,0,0,135.5366,56.2757,65.7815,128.20038881234169,252.2752,209.58772835754152,1470.6939146230302,12.4009,3.7141,5.7301,3.1296,0,17.2538,89.1717,55365,253792,162950,171053,2757.874208257353,0.8008333333333333
Bahamas,2003,0.917,5.5647,0.0151,246.40727646443952,0,13,19.7276,0,0,137.8271,59.8352,59.6708,128.20038881234169,252.8987,209.58772835754152,1470.6939146230302,11.5009,4.3289,6.5307,3.6242,0,5.5647,72.5941,56412,259334,164975,173516,2708.489008257353,0.8643333333333333
Bahamas,2004,26.7361,42.0387,0.0156,246.40727646443952,0,4,19.3672,0,0,127.777,62.6457,52.482,128.20038881234169,253.4237,209.58772835754152,1470.6939146230302,11.9009,4.3767,6.6316,3.6599,0,38.5397,77.5677,57487,265039,167044,176046,2786.051808257353,0.3501666666666667
Bahamas,2005,10.9329,38.2676,0.0158,246.40727646443952,0,11,21.1202,0,0,140.7068,70.8903,46.6294,128.20038881234169,254.2448,209.58772835754152,1470.6939146230302,12.801,4.3869,6.6243,3.6607,0,26.9925,51.6492,58548,270701,169176,178628,2754.8117082573526,0.471
Bahamas,2006,7.464,24.3285,0.0166,246.40727646443952,0,3,23.5803,0,0,124.1558,74.4238,31.3218,128.20038881234169,255.0774,209.58772835754152,1470.6939146230302,13.301,4.3779,6.6331,3.6603,0,24.0693,25.7989,59577,276253,171363,181302,2676.0980082573524,0.5844166666666667
Bahamas,2007,9.4372,5.5651,0.0174,246.40727646443952,0,4,23.2199,0,0,139.4415,72.9019,37.4046,128.20038881234169,255.8211,209.58772835754152,1470.6939146230302,13.701,4.3696,6.6188,3.6569,0,5.5651,35.5752,60587,281741,173576,184090,2672.184608257353,0.8851666666666667
Bahamas,2008,22.6456,55.4682,0.0213,246.40727646443952,0,2,24.6329,0,0,137.3256,78.3727,36.6552,128.20038881234169,256.3222,209.58772835754152,1470.6939146230302,13.601,4.3676,6.6203,3.6567,0,54.8201,28.4657,61564,287112,175825,186970,2779.8644082573524,0.71625
Bahamas,2009,9.5827,35.0157,0.025,246.40727646443952,0,2,48.7419,0,0,117.1861,94.2342,30.7298,128.20038881234169,256.6471,209.58772835754152,1470.6939146230302,13.501,4.3696,6.6188,3.6569,0,26.8508,46.8307,62508,292348,178154,189903,2750.8796082573526,0.5298333333333334
Bahamas,2010,2.8367,15.444,0.0277,246.40727646443952,0,2,59.2858,0,0,127.5316,109.8675,35.7634,128.20038881234169,256.871,209.58772835754152,1470.6939146230302,13.4011,4.3716,6.6174,3.657,0,15.444,56.7148,63410,297422,180438,192834,2764.722908257353,-0.145833333
Bahamas,2011,22.4063,60.6555,0.0281,246.40727646443952,0,4,54.2165,0,0,125.8174,92.4788,39.3269,98.42873981,256.989,209.58772835754152,1470.6939146230302,12.5011,4.3902,6.6362,3.663,0,56.7677,49.5859,64238,302330,182453,195497,2814.580259252003,0.741
Bahamas,2012,5.9669,9.4627,0.0282,246.40727646443952,0,4,51.7657,0,0,111.3803,107.1514,35.09,98.42873981,257.7842,209.58772835754152,1470.6939146230302,12.6011,4.3762,6.6656,3.6603,0,9.4627,52.0036,64986.00000000001,307053,184251,197810,2696.516559252004,0.3283333333333333
Bahamas,2013,18.9266,72.7611,0.0283,246.40727646443952,0,3,51.1996,0,0,109.9001,108.2827,32.5013,98.42873981,257.8806,209.58772835754152,1470.6939146230302,12.6011,4.3768,6.6664,3.6605,0,72.6315,56.8652,65653,311587,185807,199843,2836.3994592520035,0.6900000000000001
Bahamas,2014,4.8945,15.1969,0.0281,246.40727646443952,0,3,52.6118,0,0,117.1789,109.9499,32.2925,98.42873981,257.4059,209.58772835754152,1470.6939146230302,12.6011,4.3772,6.6649,3.6604,0,11.8267,61.1715,66238,315931,187310,201821,2717.977959252003,0.6678333333333334
Bahamas,2015,8.5135,18.0183,0.0242,246.40727646443952,0,5,54.9962,0,0,124.4027,121.1099,34.7116,128.20038881234169,257.9172,209.58772835754152,1470.6939146230302,12.3011,4.4921,6.8336,3.7615,0,11.4084,67.5264,66744,320094,188854,203844,2785.906008257353,1.4215
Bahamas,2016,9.7612,42.9838,0.0269,246.40727646443952,0,5,54.6483,0,0,141.123,142.7865,34.8496,128.20038881234169,258.2205,209.58772835754152,1470.6939146230302,12.3011,4.442,6.7701,3.7215,0,35.3379,63.3107,67166,324066,190240,205736,2870.1724082573533,0.98975
Bahamas,2017,16.284,91.7225,0.0264,246.40727646443952,0,4,57.9545,0,0,114.7081,148.17,36.2568,128.20038881234169,258.6799,209.58772835754152,1470.6939146230302,12.3012,4.4982,6.8352,3.7665,0,86.4072,140.3409,67508,327853,191491,207529,3036.840708257353,1.16125
Bahamas,2018,1.825,8.3492,0.0258,246.40727646443952,0,4,60.018,0,0,117.7939,152.068,38.6354,128.20038881234169,259.1723,209.58772835754152,1470.6939146230302,12.3012,4.5895,6.9511,3.8378,0,8.3492,100.3641,67779,331506,192656,209250,2833.169808257353,1.09275
Bahamas,2019,2.5464,16.9745,0.0264,246.40727646443952,0,4,66.6277,0,0,119.8123,173.1356,38.645,128.20038881234169,259.6781,209.58772835754152,1470.6939146230302,12.3012,4.5978,6.9663,3.8444,0,16.9745,81.2641,67996,335099,193737,210821,2862.283608257353,1.4709166666666669
Bahamas,2020,11.3206,25.8788,0.0262,246.40727646443952,0,4,46.6315,0,0,114.4652,170.6973,38.5598,128.20038881234169,258.5731,209.58772835754152,1470.6939146230302,12.3012,4.6283,7.0091,3.8687,0,25.8788,97.8904,68165,338674,194506,211965,2876.6183082573525,1.4931666666666663
Bangladesh,1990,21.0797,123.4557,2170.1447,29043.6383,18069.5813,32,182.8666,0,0.0304,157.9176,900.2017,135.1816,1.9104,13847.4293,1723.4721816731344,640.7943,1928.6564,884.0901,4432.9571,2134.213,0,123.4557,863.9768,85151192,21037450,54881321,52266330,77417.05288167314,-0.0685
Bangladesh,1991,21.0797,123.4557,2178.4548,28512.5007,18069.5813,32,204.7302,0,0.0304,199.534,915.3282,109.8641,2.0429,14003.3881,1723.4721816731344,657.2863,1738.8057,900.0161,4564.1747,2155.5595,0,123.4557,919.2516,86702314,22025118,55963154,53279681,77154.01188167314,-0.096
Bangladesh,1992,21.0797,123.4557,2181.2784,28328.5702,18069.5813,37,235.9652,0,0.0304,198.5724,937.0903,141.9306,2.1461,14137.4267,1723.4721816731344,663.2362,2348.9481,925.1312,4744.7319,2195.5744,0,123.4557,1060.8151,88299172,22922766,56993734,54278369,78199.49178167315,-0.170333333
Bangladesh,1993,21.0797,123.4557,2144.7412,27569.2659,18069.5813,39,242.2912,0,0.0304,245.5604,561.3259,215.9662,2.2791,14251.9699,1737.3539903329615,666.4866,2459.1522,954.6424,4960.9562,2237.3304,0,123.4557,1058.3134,89857570,23837569,58073609,55345149,77684.23779033298,-0.32925
Bangladesh,1994,21.0797,123.4557,2072.0324,27607.3958,18069.5813,10,247.3619,0,0.0304,295.0667,586.7238,213.5239,2.487,14380.6469,1692.8273715810762,694.0161,2609.3416,981.4807,5176.7971,2277.0867,0,123.4557,1057.3372,91403486,24778781,59178327,56436564,78241.72797158107,0.15625
Bangladesh,1995,21.0797,123.4557,2132.2768,27697.5714,18098.9868,12,298.8557,0,0.0304,334.5947,609.9792,316.8346,14.9223,14533.3785,1923.510501559368,708.2364,3199.5556,1011.4383,5412.2622,2319.5978,0,123.4557,1292.6268,92955417,25751454,60264993,57528346,80184.64910155936,0.14525
Bangladesh,1996,1.1617,99.1439,2236.284,28388.64,18098.8914,26,329.5949,0,0.0304,352.2385,105.0574,274.2731,27.8374,14679.5566,1911.5506142208117,733.7839,3209.745,973.4382,5507.4662,2198.1097,0,99.1439,1416.5703,94512531,26757114,61300126,58576743,80668.51711,0.1846666666666666
Bangladesh,1997,1.662,102.6102,2246.6043,28563.9816,18088.2824,14,372.7862,0,0.0304,386.9181,115.5185,250.1135,25.733,14823.9188,2100.331845842156,763.7075,2959.9629,998.3973,5646.1052,2225.2332,0,102.6102,1513.9144,96063558,27791082,62369360,59669865,81302.42154584215,-0.222
Bangladesh,1998,2.1898,79.0331,2315.2417,28165.5331,18005.2642,23,381.3354,0,0.0304,436.0698,166.6007,182.0516,25.8381,14964.7622,2241.0701879800454,789.7153,3050.1749,998.6602,5546.9064,2213.185,0,79.0331,1572.9551,97595318,28852647,63503082,60847389,81238.65028798004,0.6222500000000001
Bangladesh,1999,2.8876,119.7718,2585.282,29816.2964,17874.5404,64,347.8851,0,0.0304,485.5173,202.0244,222.1221,16.3538,15136.1766,2241.0701879800454,822.1173,3480.3869,1011.6989,5607.7944,2238.8216,0,119.7718,1704.885,99092697,29936994,64686174,62068650,84099.43398798005,0.7805
Bangladesh,2000,1.8009,73.42,2713.6003,30061.9388,17771.0031,63,341.4428,0,0.0304,555.743,322.3972,178.4175,16.9692,15245.7013,2450.719602,838.8788,3780.5724,1033.2683,5674.5755,2265.9843,0,73.42,1524.9729,100540592,31040651,65883360,63309967,84987.85630204318,0.1585
Bangladesh,2001,43.6185,234.0308,2639.0688,29671.6952,17729.2314,50,424.8899,0,510.5294,661.4974,437.4716,237.553,17.9684,15375.6738,2484.367729174788,862.4353,4050.7844,1055.0469,5738.8683,2291.5428,0,234.0308,2042.5684,101793097,32314063,67083138.00000001,64587346,86792.87282917478,0.3403333333333333
